polarity,tweet_id,timestamp,query,username,tweet
0,1962481125,Fri May 29 11:06:44 PDT 2009,NO_QUERY,modgirlred,$4 lonestar pitchers at @mugshotsaustin ?  If only I wasn't still recovering from last weekend's bout of irresponsible gluten consumption 
0,1956333627,Thu May 28 21:39:24 PDT 2009,NO_QUERY,matthiaspatz,"ahhhh...it's uncomfortable without a second monitor, keyboard and mouse...bad resolution on our notebooks "
4,2070110780,Sun Jun 07 17:06:44 PDT 2009,NO_QUERY,kRaZy_FrEaK495,"@Matt_Tuck randomness is the best, haha  you should make one right now! Yay, Matt and Moose are on twitter...come on Padge and Jay!"
0,2183520444,Mon Jun 15 14:37:08 PDT 2009,NO_QUERY,Gemoomin,@handgunsandemos I didnt mean to wake up early  Dont forget next monday!
0,1971713852,Sat May 30 07:44:01 PDT 2009,NO_QUERY,AndrewCretaro,@katyperry Same here this sucks!!  I don't look like a question mark!!
4,1793525341,Thu May 14 03:01:42 PDT 2009,NO_QUERY,GeemaPee,@Amy_Vee when stacey texts me  although ive already been (H)
4,2066607100,Sun Jun 07 10:50:18 PDT 2009,NO_QUERY,kkkdb,Can't wait to get Sims 3!  Kenny is buying it for my birthday!  4 days!!!!!  
0,1977656657,Sat May 30 21:25:12 PDT 2009,NO_QUERY,Maliah1013,Cavs  why?! The year I jump on the wagon y'all don't give me anough reason to buy a cavs shirt yet!
4,1880287374,Fri May 22 00:42:56 PDT 2009,NO_QUERY,mys7,#followfriday than there is @lcstranslations professional complainer &amp; translator. She's canadian but she really loves italian habits 
0,2246434122,Fri Jun 19 17:35:22 PDT 2009,NO_QUERY,DMMcNicholas,"@sabina_zoe Awww thanks! Hahaha, I have to say likewise!  We all need to go out for a night! I watched like 2 episodes of the first season"
0,2191854159,Tue Jun 16 06:05:17 PDT 2009,NO_QUERY,lucyucy,my ipod dont have mcfly or hsm on it any more  ITs got new songs on
0,2067372122,Sun Jun 07 12:13:40 PDT 2009,NO_QUERY,elphabablue,I promise I'll be productive after I take a nap. My head feels like a balloon about to pop 
0,2064228894,Sun Jun 07 05:38:46 PDT 2009,NO_QUERY,Grid212,"No more Kung Fu, Carradine no more  http://bit.ly/gJVMd"
0,2065150130,Sun Jun 07 08:00:12 PDT 2009,NO_QUERY,shelbybarrow,"just made a new myspace, old one deleted it's self  so add my new one! www.myspace.com/shelbybarrow"
0,1833430624,Sun May 17 23:15:43 PDT 2009,NO_QUERY,elenarr,@xx_maria That was the first one I've had since she died 
4,2003733600,Tue Jun 02 07:03:22 PDT 2009,NO_QUERY,vayastra,"Baru jg ngaso abis 12 jam flight,eh udah liat2 site travel hungary lg gara2 si farce "
0,1557680180,Sun Apr 19 05:28:49 PDT 2009,NO_QUERY,SadsFly,My lower back was aching all through the night  I have to fix my posture! This also reminded me of how old I'm getting *sigh*
0,2017058158,Wed Jun 03 07:47:36 PDT 2009,NO_QUERY,trideepbasu,Down with fever 
0,2050056295,Fri Jun 05 17:59:23 PDT 2009,NO_QUERY,MuyBonitaD,@LoveAjaMay  Oh geez...that's not what i expected u to say...I'll start prayin w/ u lol!
0,2198694966,Tue Jun 16 16:26:20 PDT 2009,NO_QUERY,weecrommie,"lol @rosiehancock Misunderestimated - whats wrong with that word? Also, been thinking bout your harsh truth and I have to say u are right "
0,2052233239,Sat Jun 06 00:03:55 PDT 2009,NO_QUERY,AGirlNamedSam,I really hope all the charges on David for this whole mess get dropped 
0,2046541744,Fri Jun 05 12:19:53 PDT 2009,NO_QUERY,inashlalaland,@sweetweakness i really reaally wish that could happen  iloveumySmiley♥
4,1823629113,Sat May 16 22:30:18 PDT 2009,NO_QUERY,alliego,going to saddle ranch with Ms. Casey  I'm gunna make her ride the bull!!!
0,2246250668,Fri Jun 19 17:18:58 PDT 2009,NO_QUERY,graceluvs2laf,"@musicobsessed13 hey Zoe....wassup my homey G?? it's my little brothers b-day party, 9 year old boys are my least fav thing in the world! "
4,2067626511,Sun Jun 07 12:40:36 PDT 2009,NO_QUERY,jonasobsessedx,@xLoveableFreakx NOOO you listen! its J-A-Z-E-L JAAZEEL    got thtt? xD iluusm
0,1677516487,Sat May 02 02:30:04 PDT 2009,NO_QUERY,morgan_antonia,Some fucking skanks are sitting on my sofas 
0,2059230799,Sat Jun 06 16:30:43 PDT 2009,NO_QUERY,grapeape3311,Just beat Fable 2.  
0,1468178802,Tue Apr 07 00:08:36 PDT 2009,NO_QUERY,JoeJFletcher,Left head phone has died this morning. 1 head phone to keep me company on my journey 
0,2230895650,Thu Jun 18 17:45:30 PDT 2009,NO_QUERY,Gina_juicy,just came in from the county parade.. cancelled 30 mins into it cuz it started POURING and Thundering 
4,1976887437,Sat May 30 19:26:24 PDT 2009,NO_QUERY,nikkinicole221,All I have to say is D. Howard!!! 
0,1995908236,Mon Jun 01 14:14:06 PDT 2009,NO_QUERY,wittleErinsays, poor rocky. Ah Im so sad now 
4,2188506928,Mon Jun 15 22:01:30 PDT 2009,NO_QUERY,EmmaElekid,first aid course tomorrow; melbourne on thursday; yay. 
0,2062506119,Sat Jun 06 23:25:50 PDT 2009,NO_QUERY,dennya,Today's ups: Mariners game &amp; Gasworks Park w' the family! Downs: Sims 3 still goes boom on otherwise rock-solid PC after driver updates. 
0,2013396046,Tue Jun 02 22:34:30 PDT 2009,NO_QUERY,snobscrilla,@osandisays it before Sov was...only thing is sov got it now  bu yo man good shit most def!!!! maybe a mixtape joint since it's out????
0,2207981746,Wed Jun 17 08:37:52 PDT 2009,NO_QUERY,_Lauren_G,got a stupid chest infection!! and has 2 go 2 school on Friday! 
4,2018150435,Wed Jun 03 09:31:00 PDT 2009,NO_QUERY,caammille,@jonasbrothers CALL ME PLEASE JONAS 541559629186 PLEASE! I LOVE YOU YOU ARE AMAZING!  #jonasliveonfb &lt;3
0,2053633731,Sat Jun 06 05:12:58 PDT 2009,NO_QUERY,piratesaregrand,"this is my 100th twitter. sorry, i dont have anything awesome to say "
0,2264396231,Sun Jun 21 03:44:26 PDT 2009,NO_QUERY,KellyBobbins,Feeling rough... Hate that its the last day of my holiday 
0,2245456804,Fri Jun 19 16:09:32 PDT 2009,NO_QUERY,blauehimmel,"feels sorry about not having twitted for a long time, and starts to miss what she still didnt lose "
0,2070660176,Sun Jun 07 18:05:08 PDT 2009,NO_QUERY,Nelsito23,I'm going to sleep. 
0,2230031928,Thu Jun 18 16:32:44 PDT 2009,NO_QUERY,chaoticagent,skateboard needed mine is dryrotted... 
4,2069102389,Sun Jun 07 15:15:57 PDT 2009,NO_QUERY,_xVikiix,Tired... better go to bed  tomorrow just learning for exam :/ 
4,1957402531,Fri May 29 00:23:27 PDT 2009,NO_QUERY,AzaleahTan,Just finished watching Gossip Girl 
0,1694805310,Mon May 04 04:11:27 PDT 2009,NO_QUERY,johnniwog,On Shelby's bus. Back to school day.  lameeee. Later folks.
4,2063127548,Sun Jun 07 01:28:11 PDT 2009,NO_QUERY,tweeteradder15,@shawn_powell Get 100 followers a day using www.tweeteradder.com Once you add everyone you are on the train or pay vip 
4,2012389690,Tue Jun 02 20:33:54 PDT 2009,NO_QUERY,debbier93,@jordanknight I love your background! 
0,2183994555,Mon Jun 15 15:16:10 PDT 2009,NO_QUERY,bryanperkins1,i haven't had chinese food in forever 
4,1985334107,Sun May 31 16:54:16 PDT 2009,NO_QUERY,jeessicaaax,jake stinks 
4,2015325810,Wed Jun 03 04:21:31 PDT 2009,NO_QUERY,renegadelovers,@dianewuthrich fruits are carbs darling! 
4,1573131858,Mon Apr 20 23:51:00 PDT 2009,NO_QUERY,sergeantkero,"@aulia QueenBee is a movie, and they are searching for the movie representative "
0,2053569682,Sat Jun 06 05:00:45 PDT 2009,NO_QUERY,newfoundthomas,has watched every episode of NCIS and now has nothing to do 
4,2176397682,Mon Jun 15 03:45:50 PDT 2009,NO_QUERY,Sheenagerrard,"@IrishLad585 Yes I am, so not feeling so chirpy yet! need to get myself sorted and hopefully feel better! "
4,1992708615,Mon Jun 01 09:11:41 PDT 2009,NO_QUERY,amandersays,@Twitmyassoff so random 
0,2217076995,Wed Jun 17 20:21:35 PDT 2009,NO_QUERY,hahaley,@misshayl3e im great! how are you? i miss you 
4,1991422643,Mon Jun 01 07:00:41 PDT 2009,NO_QUERY,TheTAZZone,@Mnmissy glad to have ya aboard 
4,2002004673,Tue Jun 02 02:49:22 PDT 2009,NO_QUERY,melissahoyer,@Quirky75 i will forgive you 
0,2046910455,Fri Jun 05 12:52:23 PDT 2009,NO_QUERY,AmberNicole2111,I'm going to hang around the army post. . ..... For work! 
0,2296948873,Tue Jun 23 09:50:24 PDT 2009,NO_QUERY,CADIMOSTA,Not looking forward to looking poo at the prom  stressed out
4,1825306063,Sun May 17 05:12:02 PDT 2009,NO_QUERY,fashearlyxx,"my auntie is awesome - she got me daisy by marc jacobs, and i'm in loveeeeeee with it!!! "
0,2188877185,Mon Jun 15 22:45:08 PDT 2009,NO_QUERY,Oneshine,"@shaundacarolene I wish I just had one, "
0,2199783894,Tue Jun 16 17:59:57 PDT 2009,NO_QUERY,ohgawdlauren,What's wrong with me? Why can't I move on? Everything you do is a turn off &amp; yet all I wanna do is come see you tonight. alksdjvns i suck 
0,1970750773,Sat May 30 05:04:51 PDT 2009,NO_QUERY,Ohhabi,Moving more crap into this apartment today (none of which happens to be mine) 
4,2189453127,Tue Jun 16 00:03:57 PDT 2009,NO_QUERY,IamXunny,"emm...As I remember, no. I don't have. Please note that my memory is so small....  Anyhow, I tried to remember, but I don't have anything"
0,1971011962,Sat May 30 05:57:24 PDT 2009,NO_QUERY,alisonyankee,@rawisner oh yeah but im also very sad at how quickly its gone!  How is everyone??
4,2064348098,Sun Jun 07 06:00:50 PDT 2009,NO_QUERY,abba_ks,"@TeresaKopec Sasha is definitely not a tween. I'm a marketer, I know.  that's a mean rationalization for picking on a kid."
4,1964526787,Fri May 29 14:22:38 PDT 2009,NO_QUERY,sunnycountry,Spend this weekend on your duff! Store up plenty of energy for RODEO next weekend! You'll need it for the party. 
4,2001352169,Tue Jun 02 00:36:17 PDT 2009,NO_QUERY,Jayme1988,"@sceric77 What happened to keeping me, Hmmmm? I have been unfolowed like a crack pushing cam girl! "
0,2064619487,Sun Jun 07 06:45:12 PDT 2009,NO_QUERY,doombox,@lemongeneration  At least we still have the weekends.
4,1692060715,Sun May 03 19:11:35 PDT 2009,NO_QUERY,ChiefHava,@MikeInWV It is like sexting....I'm trying to butt in for the 'fingercuffs' 
0,2257078157,Sat Jun 20 13:45:38 PDT 2009,NO_QUERY,lovemystar,"@kassimosgood yup, up here now and it was just raining  still gloomy~"
4,1990042008,Mon Jun 01 03:41:10 PDT 2009,NO_QUERY,Sihm,"I'm literally shaking, and tears are welling up in my eyes, and of course I'm hyperventilating!! HOLY SH*T I loved that last scene!! "
0,1680883772,Sat May 02 12:43:05 PDT 2009,NO_QUERY,sammymcrae,"Tip for everyone, don't read whilst in the car! i felt soooo sick after reading! not good "
0,1823385486,Sat May 16 21:49:59 PDT 2009,NO_QUERY,itsBABYGURL,I've spent the night with everyone on twitter minus nate 
0,1957228449,Thu May 28 23:53:13 PDT 2009,NO_QUERY,serinurshira,I'm going to miss Miss Suhana 
0,2190009955,Tue Jun 16 01:30:42 PDT 2009,NO_QUERY,angelaprongs,*worries anxiously about mom's email reply and knows there probably won't even be an assuring or straight answer* 
4,1990799190,Mon Jun 01 05:46:11 PDT 2009,NO_QUERY,eleahbaant,@itchdesign  
0,1553855425,Sat Apr 18 15:23:48 PDT 2009,NO_QUERY,Studio_R,@racheltrue i'm a starving artist currently nursing a migraine 
4,1968824242,Fri May 29 22:18:24 PDT 2009,NO_QUERY,trinamlee,@TiannaXander Thanks for the follow mention. 
4,1977144573,Sat May 30 20:12:40 PDT 2009,NO_QUERY,Fisher6225,"@captaintee wait, let me get a few shots of vodka in me "
0,1991869712,Mon Jun 01 07:48:27 PDT 2009,NO_QUERY,smilelaughitsme,Sick  going back to bed  arghfhfgh
0,2282701094,Mon Jun 22 11:41:58 PDT 2009,NO_QUERY,TanyaMJay,Boo! The Canadian dollar stinks today and I want to order something from the US! 
0,2257886183,Sat Jun 20 15:03:06 PDT 2009,NO_QUERY,ozziethesaint,Trying to get back in a better mood again  then its off to the next stop on the Princess's debut tour
4,2187320493,Mon Jun 15 20:06:37 PDT 2009,NO_QUERY,jenna_jean,@demisademigod haha yeah but what is it? 
4,2190292151,Tue Jun 16 02:18:39 PDT 2009,NO_QUERY,CatrinaBina,Damn...i totally just talked on the phone for like 2.5 hours. NOT normal! haha 
4,1980433187,Sun May 31 06:43:50 PDT 2009,NO_QUERY,Sashanicole,@texgal Cool! &amp; yes we are havin' a good time! 
0,2217537385,Wed Jun 17 21:00:47 PDT 2009,NO_QUERY,pacalaloca,"@pinkpusycat11 girl, you're funny...the event is tonight but your off the hook because I went out last night and ended up with injuries. "
0,2070118880,Sun Jun 07 17:07:36 PDT 2009,NO_QUERY,lailapfe,I Still got so Many Unsaid Things that I Wanna say... to you 
0,2253151951,Sat Jun 20 07:40:39 PDT 2009,NO_QUERY,staceyhumphrey,i'm going to miss my sister so much 
4,2174643617,Sun Jun 14 22:59:45 PDT 2009,NO_QUERY,djirie,Ahhh 1 Week until my birthday! June 21st ya'll.Remember EXPENSIVE gifts ONLY!It's the amount that counts  Hi 5ive! #fb
0,2188316069,Mon Jun 15 21:40:35 PDT 2009,NO_QUERY,confusedkate,hmmm time to either do some work or go to bed. Wow I have no life but work.... 
0,1681022562,Sat May 02 13:02:14 PDT 2009,NO_QUERY,juddly,@muscledit Awww... you're too cute to be depressed 
0,2002016167,Tue Jun 02 02:51:39 PDT 2009,NO_QUERY,jerng,Working on hand-eye-mouse coordination - coffee before a run-around seems to be a good thing. Rain  no basketball.
4,2065104589,Sun Jun 07 07:54:12 PDT 2009,NO_QUERY,lilianerausch,@ConradAScott Welcome at Twitter! 
4,2185965424,Mon Jun 15 18:09:48 PDT 2009,NO_QUERY,paulignatius,@astroboyisgay hahaha!! lucky me I don't have a button on my shirt or jacket haha! 
4,2006370201,Tue Jun 02 11:04:06 PDT 2009,NO_QUERY,LuvinJoe,@TickleMeJoey Twitter homepage 
0,2233822895,Thu Jun 18 21:57:32 PDT 2009,NO_QUERY,Rodger_Niemi,Starting to pain in Milton! 
4,2069195688,Sun Jun 07 15:26:11 PDT 2009,NO_QUERY,LisaKCarter,"@jenzavala YAY!  I'm going to bed, but I will definitely read them tomorrow during my long break at school. I'm excited!"
4,2006619721,Tue Jun 02 11:26:07 PDT 2009,NO_QUERY,psychmike,Mum and Dad have come down...and got some goodies for me..yay 
4,2052375338,Sat Jun 06 00:31:14 PDT 2009,NO_QUERY,LatinoSoul,@babyscratch Hey waddup! 
0,2065342985,Sun Jun 07 08:24:00 PDT 2009,NO_QUERY,Nawel_xx,@rkb09 ohh hahaha!! aww i wanna be there!! STUPID CAPITAL!! not winning tickets 
4,1833927685,Mon May 18 00:58:27 PDT 2009,NO_QUERY,SarahSamudre,"@johncabrera Thank you! I will try ever so not to crash.  *btw, just blew my own mind realizing Dr Chang now needs that prosthetic! Loop?!"
0,2203535823,Tue Jun 16 23:57:39 PDT 2009,NO_QUERY,GavinRoskamp,"Checking the public timeline, plenty of people are downloading OS 3.0... How? Still isn't available for me. "
4,1557939218,Sun Apr 19 06:39:15 PDT 2009,NO_QUERY,dizz02,Fbook chatting with sammmmmm 
0,1795262115,Thu May 14 07:27:27 PDT 2009,NO_QUERY,hy07,@etrangle AHAHAHAHAH! Mysha's perfect caption - My mommy made me do this. 
4,1553082821,Sat Apr 18 13:19:43 PDT 2009,NO_QUERY,Joanmarie,@noirem Oh. Duh! (See: I need at least one full pot to not be dumber than a box of rocks; two if I want to be smarter.) Thanks! 
0,2044317823,Fri Jun 05 09:10:58 PDT 2009,NO_QUERY,BrandyR0904,on my way to TMS  i got volonteered for the shit job b/c i'm such a good worker blahhh!!!!
4,1956528680,Thu May 28 22:04:33 PDT 2009,NO_QUERY,glamourissy7,@RyanSeacrest goodnight mr. seacrest.. 
4,1957740631,Fri May 29 01:27:39 PDT 2009,NO_QUERY,jontheniceguy,Having my first #fizzycan of the day. Mmmm Feeling all awake now 
0,1975400677,Sat May 30 15:04:46 PDT 2009,NO_QUERY,jkel,Blah moving sucks. Why do I have so much stuff 
4,1677732530,Sat May 02 03:41:03 PDT 2009,NO_QUERY,honey1009,feels better now..  meeting family tomorrow.. gosh i'm nervous :/ off now! p.s: next lessons following soon xD
0,2265970840,Sun Jun 21 07:39:43 PDT 2009,NO_QUERY,HAVENP,Missing daddy today   But will see him tonight....Happy Father's Day Dad!!
0,1684966904,Sat May 02 22:36:33 PDT 2009,NO_QUERY,Enoxh,@ahkyrian   tried to check your stuff out but your web page makes my browser crash   got any other places I can listen?
4,2001233795,Tue Jun 02 00:14:17 PDT 2009,NO_QUERY,iamsuebee,So it is 3:11am I am finally knocking out . Have a lovely night . Sweet dreams everybody  http://myloc.me/2lA2
0,2234462969,Thu Jun 18 23:06:07 PDT 2009,NO_QUERY,SouthLAnd17,Finaly back in a town missin his baby girl  cant wait to see her saturday and din wit her parents
4,2059999483,Sat Jun 06 18:03:41 PDT 2009,NO_QUERY,tomraines,@BizCoachGuru It an't joke I like to buy the world a coke..... 
0,2248498634,Fri Jun 19 20:43:12 PDT 2009,NO_QUERY,mmevnz,@melvena_77 mom bought them for me cuz i needed them for my job and i couldn't afford them  she owns me now
0,1962426428,Fri May 29 11:01:43 PDT 2009,NO_QUERY,LadyKira,@caseywright ~acai emails~yes tons of them.. 
0,2195880585,Tue Jun 16 11:43:47 PDT 2009,NO_QUERY,andytweetslike,Revision is killing me now. 
4,1880266011,Fri May 22 00:38:38 PDT 2009,NO_QUERY,Angelfish42,@penwynhapus sorry to hear ur disappointed - I was too when Coldplay posted a picture of the live album  - but it wasnt....
4,1550707788,Sat Apr 18 07:00:53 PDT 2009,NO_QUERY,cnadeau,@wattsupman we are all friends though   You gotta cheer for the only Canadian team on the East side Go Habs Go! #habs
0,2264146275,Sun Jun 21 02:56:08 PDT 2009,NO_QUERY,himynameisjaz,@gabanti haha yay!! courtney wants to go with us... but will be in South Africa 
0,2266506659,Sun Jun 21 08:37:34 PDT 2009,NO_QUERY,XXabbysaysXX,um my dad isnt home     he is in California
0,1979041649,Sun May 31 01:24:11 PDT 2009,NO_QUERY,CarolBomb,@KanoTigress Any luck finding Willow? 
4,1992957524,Mon Jun 01 09:35:54 PDT 2009,NO_QUERY,CodaQueen,"@pursuingkrishna Oh yeah, I saw that  And it was in very good condition so all was well "
4,2000548391,Mon Jun 01 22:22:01 PDT 2009,NO_QUERY,ticia42,"@Z12 She can't open the door by herself, so I think she feels the pain more than I would.  "
4,1828045333,Sun May 17 11:58:47 PDT 2009,NO_QUERY,DeiondraSanders,@NiqueMovieStar  thanks boo
4,1971005305,Sat May 30 05:56:08 PDT 2009,NO_QUERY,kodilyn,"my baby is ONEEEEEEEE  happy birthday ryan nowell bell, i love youuuuu!"
0,1997292313,Mon Jun 01 16:35:38 PDT 2009,NO_QUERY,monija23,omg why wont this thing work  i wanted a picture uploaded its not workin 
4,1994672297,Mon Jun 01 12:16:50 PDT 2009,NO_QUERY,michellemartins,My bed is callin for me.. I hear you callin me 
0,2250235678,Sat Jun 20 00:01:25 PDT 2009,NO_QUERY,Kelstena,omg i totally forgot i was a #lofnotc 
0,1982423833,Sun May 31 11:10:46 PDT 2009,NO_QUERY,made_2_impress,@smoothvega a bunch of bullshit! Just get treated like im 14 n not 24 
4,2001791816,Tue Jun 02 02:05:15 PDT 2009,NO_QUERY,kerrymannah,Designing my next tattoo! 
4,2064038454,Sun Jun 07 05:00:58 PDT 2009,NO_QUERY,xnicholasjonasx,@abbyisdabomb thank you 
4,1753310888,Sun May 10 01:01:44 PDT 2009,NO_QUERY,lostintheforest,@pennydog nope! especially as you have just got them and they're still settling 
0,2015490078,Wed Jun 03 04:48:08 PDT 2009,NO_QUERY,weelissa,I want a car of my own 
0,2221925658,Thu Jun 18 06:13:29 PDT 2009,NO_QUERY,alsaleel,@DENISE_RICHARDS so how why you look saad  be happy nothing to loss just say thanks God for evrything we have
4,2045221461,Fri Jun 05 10:24:48 PDT 2009,NO_QUERY,jmkane,"Stop being an A**Hole TODAY! yeah you ,you know who I'm talking about "
4,1679042020,Sat May 02 08:23:28 PDT 2009,NO_QUERY,kate_mendenhall,I am feeling rather adored. 
4,2176696020,Mon Jun 15 04:32:02 PDT 2009,NO_QUERY,anieszkaa,"@RevengOfTheVirg aww thank you so much ! you're sweet  and am getting there, just taking heeaps of rest. how are you btw ?"
4,2049285365,Fri Jun 05 16:36:56 PDT 2009,NO_QUERY,emilykira,@wyrmis: It is making me feel really stupid and impatient.  I have done a few but hope to focus on it tomorrow.
0,2050162259,Fri Jun 05 18:10:40 PDT 2009,NO_QUERY,erincampos,"@iamsuperbianca I know, I feel so sluggish today! "
4,2003264143,Tue Jun 02 06:12:23 PDT 2009,NO_QUERY,fizzmack,"@CitadelsMusic Wicked beans, look forward to it "
0,2069414751,Sun Jun 07 15:50:11 PDT 2009,NO_QUERY,jamiecarranza,Wish I was at BFD again 
0,1881763683,Fri May 22 05:30:09 PDT 2009,NO_QUERY,spottedkangaroo,Meh.  I can't upgrade my wireless customers away from PPPOE because of office politics.  Must wait until tuesday. 
0,2260084100,Sat Jun 20 18:38:37 PDT 2009,NO_QUERY,shantastics,"lol, i burnt my tongue yesterdayyy ... &amp; thats what i get for stealing chips "
0,1979721714,Sun May 31 04:14:23 PDT 2009,NO_QUERY,dofain,"Bah, I missed @micksam7 by one hour "
4,1962137703,Fri May 29 10:34:52 PDT 2009,NO_QUERY,NinaAmir,What are you putting off that will get you to the next level? Do it...NOW. ~ N. Amir   I'm off to do it...really.
4,2048635392,Fri Jun 05 15:31:22 PDT 2009,NO_QUERY,monkie5383,someone send me something funny to get me through this last half hour plz 
0,2210329269,Wed Jun 17 11:27:06 PDT 2009,NO_QUERY,biancabeatriz,you said tonight was mine honeyyyy 
0,2324368420,Thu Jun 25 02:59:22 PDT 2009,NO_QUERY,Taraneh_miri,just read a text.. about a friend.. not sure if its true or not 
0,1759126587,Sun May 10 18:31:15 PDT 2009,NO_QUERY,michaelhubbard,"I got most of my gardening done this weekend, but I didn't get to spend any time on my photography "
0,1677850909,Sat May 02 04:19:36 PDT 2009,NO_QUERY,childofeternity,"..don't know what to do!! Planned on going to work (needed to!) but i slept late.. got up late - and now it is 'too late', i think! "
0,1983970936,Sun May 31 14:11:19 PDT 2009,NO_QUERY,khsieh,Seoul airport is brilliantly laid out.  I'm embarrassed that Dulles is America's capital airport.  Duty free is all closed though 
4,2052787879,Sat Jun 06 02:01:30 PDT 2009,NO_QUERY,ALiiStack,@bradiewebbstack OK Now were gonna sneak into there houses &amp; shove them in there closets &amp; nail block it so they cant get out 
4,2193081281,Tue Jun 16 07:58:19 PDT 2009,NO_QUERY,hirechelsea,@vmovespilates If it only didn't cost a fortune 
4,2014491707,Wed Jun 03 01:42:39 PDT 2009,NO_QUERY,MsSpicySweet,"@Miss_Trina_87  I did go to sleep extra early, now I'm up looking confused lol, have to try and go back to sleep!! hope u feel better "
4,2175838754,Mon Jun 15 02:08:47 PDT 2009,NO_QUERY,chrisanag,@DanMacPherson the golf gti is a nice car 
4,1996419066,Mon Jun 01 15:03:09 PDT 2009,NO_QUERY,Mkenn076,@werewolf_paul hey bye 
0,2055393012,Sat Jun 06 09:14:01 PDT 2009,NO_QUERY,juliew86,sitting home all alone waiting for the bf to get back 
4,2176116019,Mon Jun 15 02:57:50 PDT 2009,NO_QUERY,mentalroom,O noua piesa finalizata: Mental Room &amp; Moving Elements - Virtuality (Radio Edit) http://www.trilulilu.ro/mentalroom/91e4c81b0d70fe NJOY! 
4,2065446161,Sun Jun 07 08:36:44 PDT 2009,NO_QUERY,MollyJ87,@Edbrock well its nice to meet you Ed  glad to find another real person out there in this twitterverse 
0,1692047446,Sun May 03 19:09:53 PDT 2009,NO_QUERY,LynneElf,"@smpfilms more comedy less cat?    and here I was hoping for more Sparta &amp; Loki vids, sir! ;-)"
4,1981343044,Sun May 31 08:57:18 PDT 2009,NO_QUERY,signalnoiseart,@gordonamy I'm envious of all the web events you get to attend in NY. Absolutely nothing like that here in Halifax 
4,1834220099,Mon May 18 02:05:29 PDT 2009,NO_QUERY,jamievangelista,Dannnng. Late ass night with shorty michael raul &amp; eric! Hahaha awww. Oh how I love unexpected nights. Happy Monday! 
0,2002650675,Tue Jun 02 04:48:37 PDT 2009,NO_QUERY,MemzyV,Hates Business and Economy revision 
4,2058073152,Sat Jun 06 14:12:45 PDT 2009,NO_QUERY,fromattel,Listening to Jack Johnson and cleaning up a bit. 
0,2218915551,Wed Jun 17 23:24:27 PDT 2009,NO_QUERY,stud_of_muffin,I fucking hate my rents so much 
0,2231596387,Thu Jun 18 18:46:08 PDT 2009,NO_QUERY,HoneyBeeMine,@randomknits there is a sad kid somewhere 
0,2252535157,Sat Jun 20 06:28:47 PDT 2009,NO_QUERY,greenoveralls,"Hallo! First time on twitter. Couldn't find anything better to do on a Saturday night..  Enjoy, I guess?"
0,1972665377,Sat May 30 09:39:17 PDT 2009,NO_QUERY,missnita2005,OMG I totally just dropped a glass centerpiece in walmart and ran  it was an accident!!! Lol
4,1565294143,Mon Apr 20 06:24:24 PDT 2009,NO_QUERY,ialottery,@alexson What did you buy? 
0,2251586928,Sat Jun 20 03:58:52 PDT 2009,NO_QUERY,JadaofficalBB,I found out that Sae (boyfriend) is leaving Australia on July 17th  im really sad now.
4,2057243722,Sat Jun 06 12:38:25 PDT 2009,NO_QUERY,confessing7girl,needs food again!! with lots of carbs and proteins!!!!!!!!!! 
4,2068498604,Sun Jun 07 14:11:03 PDT 2009,NO_QUERY,Manstore,and finished off the weekend with some nice sex. Still better than cam-sessions i have to admit 
0,2328939234,Thu Jun 25 10:09:48 PDT 2009,NO_QUERY,macsupporter,@lindyjomac Y am I lucky? OH! No work! Yeah but no pay either! 
0,2183795225,Mon Jun 15 14:59:50 PDT 2009,NO_QUERY,OptimusSkiver,"&gt;.&lt; I've been spacing out into nightmares all day. I hate when this happens, because they always seem so real.  Here I go again. -_-;"
4,1997028996,Mon Jun 01 16:07:31 PDT 2009,NO_QUERY,dreamlondon,"@catarina5 i got 15.6 in english test 2day, im on FC.. I really love english "
4,2068276861,Sun Jun 07 13:48:21 PDT 2009,NO_QUERY,darker_artic,@imcountingufoz I would never turn down cake when offered. Making it myself is another thing entirely 
0,1880158104,Fri May 22 00:17:05 PDT 2009,NO_QUERY,fagyismaci,but he did not kiss me  hahaha
0,2012568557,Tue Jun 02 20:53:20 PDT 2009,NO_QUERY,cooljazzi1994,I finished typing three sections of biology notes in 2 hours.  Stupid biology. -.-
0,1565387249,Mon Apr 20 06:38:05 PDT 2009,NO_QUERY,LilithHecate,@CarrotForKing  Stuff like that is why I'm glad I live alone.
4,1752090084,Sat May 09 21:01:35 PDT 2009,NO_QUERY,GodFirst08,"Happy Mother's Day to all the moms! If you're an awesome mom, you'll help #savechuck "
4,2175852016,Mon Jun 15 02:11:00 PDT 2009,NO_QUERY,MC290491,man this is sooo annoyin i cant find any of my friends on this thing!! grrr! anyways off to bed! YAY! sleep!! 
4,1835850738,Mon May 18 06:52:53 PDT 2009,NO_QUERY,caarvictoria,Lauus if it call me  
4,2060525928,Sat Jun 06 19:04:11 PDT 2009,NO_QUERY,Lakelynneee,"@peteslilprncess lololol sorry, if you would have said the 11th, i would have known, buuuuut i wannaaa! "
0,2002461490,Tue Jun 02 04:16:57 PDT 2009,NO_QUERY,lonelycode,"Reddit is a harsh mistress - someone posted my innocent, sloppy code snippet and it's been torn to shreds "
